Name,canonical_smiles,selfies,BACE1,BACE2,BE Ratio
GA2613,C=NOC=NC(C)=CCN=C(C)NNc1cn2occc(Cl)c1CCOC2=O,[C][=N][O][C][=N][C][Branch1][C][C][=C][C][N][=C][Branch1][C][C][N][Ring1][N][N][C][=C][N][O][C][=Branch1][P][=C][C][Branch1][C][Cl][=C][Ring1][=Branch2][=C][C][O][C][Ring1][O][=O][C][Ring1][P][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][N][=N][N][Branch1][Branch2][C][=C][N][=C][O][Ring1][Branch1][N][N][Ring2][Ring2][Branch2][C][=Ring1][N][Ring2][Ring2][Branch1],-11.441,-12.087,0.9465541490857948
GA907,Cc1cccc(CF)c1NCCC1=CNC=COCN=COCC2CO[C@]2(N)C1,[C][C][O][C][=N][C][O][C][=C][NH1][C][=C][Branch2][Branch1][Ring1][C][C][N][C][=C][Branch1][=C][C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][C][Ring1][=Branch2][=O][C][Branch1][C][F][C][Ring1][#Branch2][Cl][C][Branch1][C][Cl][C][Ring1][#Branch1][C][=Branch1][C][=O][C][=Branch1][C][N][N][C][C][=Branch1][Branch1][=N][N][C][C][Ring1][Branch1][C@@][Ring2][Ring1][#C][Branch1][C][N][=O][=C][Ring2][Ring1][P],-11.451,-12.101,0.9462854309561192
GA339,CC1=NN=NC1CCC(=O)CCNC=CN=C1NC=CC(O)=C(OCl)C1=CCl,[C][C][=N][N][=N][C][Ring1][Branch1][C][C][C][Branch2][Ring1][=N][C][C][N][C][=C][N][=C][N][C][=Branch2][Ring2][N][=C][C][Branch1][C][O][=C][Branch1][Ring1][O][Cl][C][Ring1][#Branch2][=C][Ring1][O][Cl][Branch1][Branch1][O][C][Ring1][P][C][=Branch1][C][=O][C][=C][C][=Branch1][C][=O][N][C][Ring1][Branch2][Ring1][O][N][C][=Branch1][C][=O][NH1][C][=Branch1][C][=O][N][=C][Ring1][Branch2][Ring2][Ring1][P],-12.423,-13.159,0.9440686982293488
GA2161,CC=NC(N)=C1CN=CCCCC=C(CNc2cccnc2C=O)C(Cl)=CCO1,[C][C][=N][C][Branch1][C][N][=C][Branch2][Ring1][=Branch1][C][N][=C][C][C][C][C][=C][C][NH1][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][Ring1][O][C][=C][Ring1][#C][Cl][N][Branch1][Ring1][C][Cl][C][=C][Branch1][O][C][=Branch1][C][=O][N][C][C][C][Ring1][Ring1][C][=C][C][=Branch1][Ring2][=N][Ring1][N][N][C][=Branch1][C][=O][C][Branch1][C][C][N][C][Ring1][#Branch1][Ring2][Ring2][P][C],-11.309,-11.987,0.943438725285726
GA2236,NCC(=CN=c1nc(C=CCCCl)occ1Cl)CNC=CC12NCC1COC=NO2,[C][C][O][C][=N][O][C][Branch2][=Branch1][Ring1][C][=C][N][C][C][Branch1][Ring1][C][N][=C][N][=C][N][=C][Branch1][Branch2][C][=C][C][Ring1][Branch1][C][Cl][O][C][Ring1][=Branch2][=C][Ring1][O][Cl][C][Ring1][P][Branch1][C][C][C][Ring1][#Branch1][=O][C][=Branch1][C][=O][N][C][C][=N][N][=C][Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][C][Branch1][Branch1][C][Ring2][Ring2][Ring1][N][Ring1][=N][C][Ring2][Ring2][=C],-12.919,-13.723,0.941412227647016
GA4642,CC(=O)N=C1C=CNNC(=CC#CN(C)C=CC2=CCNCN=CCC2)C=CO1,[C][C][C][=N][C][N][C][C][=C][Branch2][Ring1][N][C][=C][N][Branch1][C][C][C][#C][C][=C][N][N][C][=C][C][=Branch1][#Branch1][=N][C][Branch1][C][C][=O][O][C][=C][Ring1][=N][Ring1][O][C][Branch1][C][Cl][=C][Branch1][Ring1][O][C][C][Ring1][#C][=O][C][=C][C][Branch2][Ring1][Ring1][O][C][=Branch1][C][=O][N][C][=Branch1][C][=O][NH1][C][Ring1][Branch2][=N][Ring1][N][=C][Ring2][Ring2][P],-11.062,-11.759,0.9407262522323326
GA344,CCC1=CC(O)=CCC=NC=NNC=CC=C(CCCN2C=CN=c3cc(Cl)ccc3=C2OC(=O)O)C=C1,[C][=N][/C][=N][N][C][=C][C][=C][Branch2][Branch1][N][C][C][C][N][Ring1][N][C][=C][N][=C][C][=C][Branch1][#C][C][=C][C][Ring1][=Branch1][=C][Ring1][O][O][C][=Branch1][C][=O][O][Cl][O][C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring2][Ring1][N][C][=Branch1][C][=O][N][C][=C][C][Branch1][Ring1][C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch2][C][Ring2][Branch2][N],-13.579,-14.478,0.937905788092278
GA3560,C=CC=CC=CCC1(CC(=O)NC=Cc2cc3ncc2oc2ccccc2o3)CC(=O)N1,[C][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=N][C][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][N][Branch1][C][O][C][Ring1][=C][=O][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][C][Branch2][Ring1][Ring1][O][C][C][=N][N][Branch1][=Branch1][C][C][C][Ring1][Ring1][N][=Ring1][Branch2][N][C][Ring2][Ring2][Ring2][=O][C][C],-13.221,-14.111,0.936928637233364
GA3378,CC(Cl)C1=CC=C(O)C=CNC(=O)C1=NC=CNCC1=CC(Br)=CN=CN=NOC1,[C][O][=N][=N][C][=N][C][=C][Branch1][C][Br][C][=C][Branch2][Ring1][N][C][N][C][=C][N][=C][C][=Branch1][C][=O][NH1][C][=C][C][Branch1][C][O][=C][C][=Branch1][O][=C][Ring1][O][C][Ring1][O][Branch1][C][Cl][=C][Ring1][#C][C][=Branch1][C][=O][O][=C][C][Branch2][Ring2][C][N][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][Ring1][O][N][C][=C][Branch1][C][Br][N][=C][C][=C][Ring1][#Branch1][Ring1][O][N][=Ring2][Ring2][Branch2],-11.021,-11.78,0.9355687606112056
GA3151,C=NON=Cc1cncnc1CCC1=CNN=CC1=C(Cl)C1=CC(F)=CCC1O,[C][=N][O][/N][=C][C][=C][N][=C][N][=C][Ring1][=Branch1][C][C][C][=C][N][N][=C][C][Ring1][=Branch1][=C][Branch1][#C][C][=C][C][Branch1][C][F][=C][C][C][Ring1][#Branch1][O][Ring1][=Branch2][Cl][C][=Branch1][C][=O][N][Ring2][Ring1][=Branch1][C][=C][C][=C][C][=Branch1][C][=O][N][Ring1][=Branch1][C][C][=Branch1][C][=O][N][C][C][C@][Branch1][Ring1][C][O][C][C@@][Ring1][Ring2][Ring2][Ring1][P][C],-12.265,-13.149,0.9327705528937564
GA4689,O=C1C=CC=C(CCNCC2=CNN=CNC(=O)OCC2=O)C=C=C=NC=N1,[C][=N][C][=N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][Ring1][C][C][N][C][C][=C][N][N][=C][N][Branch2][Branch1][=N][C][=Branch1][C][=O][O][=C][C][Ring1][O][=O][N][O][C][Ring1][P][=O][Branch1][O][C][=Branch1][C][=O][N][Branch1][C][Cl][C][=O][C][=Branch1][C][=O][N][C][=Branch1][P][=C][C@@H1][C][C][N+1][Branch1][C][C][Branch1][C][C][C][Ring1][Branch2][=O][C][=Branch1][C][=O][N][=C][Branch1][C][N][C][Ring2][Ring1][Branch2][=C][Ring2][Ring2][N][Ring2][Ring2][#Branch1],-11.083,-11.911,0.9304844261606918
GA4338,Cn1cncc(CCC2NCN=C3C(=CON3NC(=O)O[N+](=O)[O-])C2=O)cn[nH]1,[C][=N][N][N][Branch1][C][C][C][=N][C][=C][Ring1][N][C][C][C][N][C][N][=C][N][Branch1][N][N][C][=Branch1][C][=O][O][N+1][=Branch1][C][=O][O-1][O][C][=C][Ring1][N][C][Ring1][P][=O][C][Branch1][C][O][C][C][=Branch1][C][=O][N][C][N][C][=Branch1][C][=O][N][C][Branch1][Branch2][N][C][C][N][C][Ring1][Branch1][=O][C@@][Ring2][Ring2][Branch2][Ring1][#Branch2][Ring2][Ring1][Ring2],-11.744,-12.623,0.9303652063693258
GA312,OC1=CC(=CNC=NCCC(CC=CN=Cn2cnnn2)N=CCl)N=C1,[C][=N][N][=N][N][Ring1][Branch1][C][=N][C][=C][C][C][Branch2][Ring1][Ring2][C][C][N][=C][N][C][=C][N][=C][C][Branch1][C][O][=C][Ring1][#Branch2][Ring1][=Branch1][O][N][=C][Ring2][Ring1][Ring1][Cl][Branch1][O][C][=Branch1][C][=O][O][C][Ring1][=Branch1][=O][C][C][=Branch1][C][=O][N][C][C][N][C][=Branch1][C][=O][N][C][=N][C][=Branch1][Branch2][Ring1][Ring1][N][=C][N][=C][Ring1][Branch1][C][=Branch1][C][=O][N][Ring1][P][Ring2][Ring1][Branch2],-12.034,-12.955,0.9289077576225396
GA4235,C=C(Cl)C=C1C=CC=NC1=NCCC1(NC=CCl)CC2=NNCN2C=NO1,[C][C][=N][N][C][N][Ring1][Branch1][C][=N][O][C][Branch2][Ring1][C][C][C][N][=C][N][=C][C][=C][C][Ring1][=Branch1][=C][C][Branch1][C][Cl][=C][Ring1][O][=N][C][=C][Ring1][P][Cl][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][Branch2][Ring1][C][=C][C][Branch1][C][Cl][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][Branch2][N][C][C][N][Branch1][#Branch1][C][C][C][Ring1][Ring1][=O][C][Ring2][Ring2][Branch1][=O][C][Ring2][Ring2][P],-11.179,-12.04,0.9284883720930234
GA4182,CNC1C(=CCCCCC2=NC=CNNOCOC2)N=CN=C1C(=O)OF,[C][O][C][O][=N][N][C][=C][N][=C][Branch2][Ring1][Branch2][C][C][C][C][C][=C][N][=C][N][=C][Branch1][#Branch1][C][=Branch1][C][=O][O][F][C][Ring1][#Branch2][N][C][Ring1][O][=O][N][C][=Branch1][C][=O][O][C][Ring1][=Branch1][Cl][C][=C][Ring2][Ring1][=Branch1][C][=Branch1][C][=O][N][N][=C][C][Branch1][N][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][=C][N][=C][Ring1][N][Ring2][Ring2][N],-12.291,-13.241,0.9282531530851144
GA4261,O=C1ONC(O)C=COC=NC1=NCC=CCCC1=NC=CNNN=COC1,[C][O][C][=N][N][N][C][=C][N][=C][Branch2][Ring1][N][C][C][C][=C][C][N][=C][N][=C][O][C][=Branch1][S][=C][C][Ring1][=Branch1][=Branch1][C][=O][N][O][C][Ring1][O][=O][Cl][C][Ring1][P][=O][C][Ring2][Ring1][=Branch1][C][=C][C][=Branch1][C][=O][N][C][=Branch1][N][=C][C][Ring1][Branch2][=C][Ring1][N][C][C][Ring2][Ring2][#Branch1][Ring2][Ring2][Branch2],-11.923,-12.85,0.9278599221789884
GA226,CNC1(COCCCCCNCC2=CN=CN=CNC(=O)[C]C2C)C=NO1,[C][=N][O][C][Branch1][Ring1][N][C][Branch2][Ring1][Branch2][C][O][C][C][C][C][C][N][C][C][=C][N][=C][N][=C][N][Branch1][N][C][=Branch1][C][=O][C@][C][Ring1][O][Ring1][O][C][Ring1][=C][=O][Branch1][C][Cl][Branch1][C][Cl][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][N][C][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C@@][Branch1][C][C][N][C][Ring1][Branch2][=O][=C][Ring2][Branch1][#Branch2],-12.406,-13.379,0.9272740862545782
GA4159,CC(=C(C=NC=CC1CCC2=C1C=COCN=COCC(=O)N1CCCN21)CCl)c1ncco1,[C][O][C][=N][C][O][C][=C][C][=C][Branch2][Branch1][N][C][C][C][Ring1][Branch1][C][=C][N][=C][C][=Branch1][N][=C][Branch1][Branch2][C][=N][C][=C][O][Ring1][Branch1][C][=C][Ring1][=Branch2][Cl][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][Ring1][P][C][=Branch1][C][=O][N][C][=C][C][Branch1][#Branch1][N][C][=Branch1][C][=N][N][=C][C][=C][Ring1][=Branch2][N][Branch1][N][C][C][C][N][Ring1][Branch1][C][Ring2][Ring1][P][=O],-11.169,-12.05,0.9268879668049792
GA3305,CO[C@H]1C=CN(C(=O)O)C(=NNC=CCSC2=CC=C(N)C=CN=NON=C2)C(=O)CO1,[C][=N][O][N][=N][C][=C][C][Branch1][C][N][=C][C][=C][Ring1][N][S][C][C][=C][N][N][=C][N][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C@H1][Branch1][Ring1][O][C][O][C][Ring1][O][C][Ring1][=N][=O][C][Branch1][C][Cl][C][O][C][=Branch1][C][=O][N][N][=N][N][=C][Branch1][Branch2][N][C][=C][C][=Ring1][Branch1][O][C][Ring2][Ring1][P][=Ring1][#Branch2][N][Ring2][Ring2][Branch2],-12.407,-13.416,0.9247912939773404
GA1394,CCOC=NC=CCN=C(Cl)C1[CH]C(C)=C2N=CC=CC(C(=O)[O-])=C2C1=O,[C][C][O][C][=N][C][=C][C][N][=C][Branch2][Ring1][N][C][C@@H1][C][Branch1][C][C][=C][N][=C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Ring1][#Branch2][C][Ring1][#C][=O][C][Cl][N][C][Branch1][C][C][C][Ring1][Ring1][C][=Branch1][C][=O][N][C][C][N][C][=Branch2][Ring1][Branch1][N][C][=C][C][=C][Branch1][=Branch1][C][C][Ring1][Ring1][Ring1][Branch1][C][C@@][Ring2][Ring1][#Branch2][Ring1][S+1][I],-11.263,-12.188,0.924105677715786
GA855,COc1nc2ccc1CCCC=CC=CN(NC(=O)O[C@H](CO)N=O)N2,[C][O][C][=N][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1][C][C][C][C][=C][C][=C][N][Branch1][#C][N][C][=Branch1][C][=O][O][C@H1][Branch1][Ring1][C][O][N][=O][C][Ring1][N][=O][Branch1][Ring1][C][Cl][C][Branch1][C][N][=C][C][Ring1][P][C][=Branch1][C][=O][N][C][N][N][Branch1][#Branch1][C][=C][C][Ring1][=Branch1][=O][C][Ring1][N][N][Ring2][Branch1][C][N],-11.338,-12.271,0.9239670768478524
GA3447,CONC=NNC=C(C)NC=CC12CC=C(C1=O)c1ccccc12,[C][O][=N][C][=N][N][C][=C][Branch1][C][C][NH1][C][=C][C][C][C][=C][Branch1][N][C][=C][C][=C][C][=Branch1][=Branch1][=C][Ring1][#Branch2][Ring1][=Branch1][C][Ring1][O][=O][C][=C][N][Ring1][#C][C][Branch1][C][Cl][=C][C][Ring1][=Branch1][=O][C][N][C][=N][C][C][N][Ring2][Ring1][#C][N][Ring1][Branch1][C][C][=Branch1][C][=O][N][Ring1][Branch2][=C][Ring2][Ring2][#Branch2],-11.263,-12.209,0.9225161765910396
GA3739,O=COC1=CC=NC=C(NC2=CCC=C2C2=COCN=COCC2)C=C[N+]([O-])=CC=C1,[C][C][O][C][=N][C][O][C][=C][Branch2][Branch1][N][C][=C][C][C][=C][Ring1][Branch1][N][C][=C][N][=C][C][=C][Branch1][=N][C][=C][Ring1][=Branch1][C][=N+1][Branch1][C][O-1][C][=C][Ring1][=N][O][=Branch1][C][=O][N][Ring1][#C][C][=Branch1][C][=O][C][=C][C][=Branch1][C][=O][N][N][=N][Ring1][Branch2][N][Branch1][#Branch1][C][=C][C][=O][N][Ring1][N][N][Branch1][C][C][C][Ring2][Ring1][P][=C][Ring2][Ring2][=N][Ring2][Branch1][Ring1],-11.55,-12.544,0.9207589285714286
GA545,COCC=CN1C(Cl)=C(C=CC=CC2N=CC3CC3C(=O)NCC=NN2)CNc2cccnc21,[C][C][=N][N][C][Branch2][Branch1][N][C][=C][C][=C][C][Branch2][Ring1][C][C][N][C][=C][C][=C][N][=C][Ring1][=Branch1][N][C][=C][C][Branch1][Ring1][O][C][=C][Ring1][#Branch1][Cl][=C][Branch1][Ring1][O][Cl][N][Branch1][Branch1][C][Ring1][O][=O][C][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][#Branch2][C][C][=Branch1][C][=O][N][C][=N][N][N][=C][C][C][C][Ring1][Ring1][C][=Branch1][C][=O][N][Ring1][Branch2][Ring2][Ring2][N][Ring1][P],-11.405,-12.387,0.920723338984419
GA1150,CC=NC(F)C[n+]1ccccc1CC=CN1C(=CCl)C=C[N+]=C2C=CC(O)=C21,[C][C][=N][C][Branch1][C][F][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][N][C][=C][Branch1][C][O][C][=C][C][Ring1][=Branch1][=N+1][C][=C][C][Ring1][O][=C][Ring1][O][Cl][C][Branch1][Ring1][N][C][=C][Ring1][#C][Cl][N][C][=C][Branch2][Ring1][C][N][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][#N][C][Branch1][C][N][=O][N][=C][Ring2][Ring1][C][C],-11.288,-12.27,0.9199674001629992
GA1660,C=NOc1ncccc1NC(CCc1cncc(=O)o1)c1cc(Cl)co1,[C][=N][O][C][=N][C][=C][C][=C][Ring1][=Branch1][N][C][Branch2][Ring1][C][C][C][C][=C][Branch1][N][N][=C][C][=Branch1][C][=O][O][Ring1][#Branch1][Ring1][#Branch2][C][=C][C][Branch1][C][Cl][=C][O][Ring1][=Branch1][Cl][Branch1][=Branch1][C][Ring1][N][=O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@H1][C][=C][Branch1][#Branch2][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O][C][N][=C][N][=C][Ring1][N][C][Ring1][#C][Ring2][Ring1][Branch2],-11.669,-12.692,0.9193980460132368
GA1393,CC=NCOC(NC=CNC)C1C(=O)OC2=CCN(c3ccccc3)C1=C2,[C][C][=N][Branch1][C][O][C][Branch1][Branch2][N][C][=C][NH1][C][Ring1][C][C][C][=C][C][=Branch1][=C][=C][C][N][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Ring1][#C][=O][N][=C][Branch1][C][Cl][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][N][Branch2][Ring1][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][C][=C][N][=N][Ring1][=Branch1][C][C][Ring2][Ring1][N][=O][C][Ring2][Branch1][#C][=O],-11.587,-12.607,0.9190925676211628
GA4831,CC=NC(C)=CC1=C(Cl)N1CCC=C1C=CN(N)C1COC(F)(F)F,[C][C][=N][C][Branch1][C][C][=C][C][Branch2][Ring1][Ring1][N][C][C][C][=C][C][=C][N][Branch1][C][N][=C][Ring1][=Branch1][C][Branch1][#Branch2][O][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][P][Cl][C][Branch1][Ring1][C][Cl][C][N][Ring1][Ring1][C][C@@H1][C][N][Branch1][#Branch2][N][C][=Branch1][C][=O][N][C][Ring1][Branch2][=O][C][C@@H1][Branch1][Ring1][N][N][N][Ring2][Ring2][Branch2],-11.464,-12.478,0.9187369770796604
GA2456,CO[C@@H]1OC=C(Cl)C(=NC=CNCC(=O)C=CC=Cn2cnnn2)NN=C1Cl,[C][=N][N][=N][=N][Ring1][Branch1][C][=C][C][=C][C][Branch2][Ring1][S][C][N][C][=C][N][=C][N][N][=C][Branch1][C][Cl][C@H1][Branch1][Ring1][O][C][O][C][Ring1][O][=C][Ring1][O][Cl][Branch1][C][Cl][C][=Branch1][C][=O][O][Ring2][Ring1][=Branch1][C][C][=C][C][=Branch1][N][=O][O][C][C@@][C][C][=Branch1][C][=O][N][Branch1][Branch1][C][Ring1][#Branch2][Ring1][=Branch1][C@@][Ring1][=C][Ring1][P][Ring2][Ring1][=N],-11.875,-12.939,0.9177679882525698
GA2081,ClC=COC(CCC1=CN=CNC=COC=N1)=NC=CC1=CNON=C1,[C][=N][O][=N][C][=C][Ring1][=N][C][=C][N][=C][Branch2][Ring1][C][C][C][C][=C][N][=C][NH1][C][=C][Branch1][#Branch1][O][C][Ring1][Branch1][=N][Ring1][#Branch2][O][C][=C][Ring1][O][Cl][C][Branch1][=Branch1][C][=Branch1][C][=O][Cl][Cl][C][N][Ring1][P][C][C][=Branch1][C][=O][C][=C][O][C][=Branch1][C][=O][N][Branch1][=Branch1][C][C][C][Ring1][Ring1][N][=C][C][Branch1][C][N][=C][Ring1][#Branch2][C@@][Ring2][Ring1][Ring1][Ring1][#C][C][P],-11.028,-12.027,0.9169368919930158
GA668,C=NCN(CCCNC1=CC=C2NC=C(C=CCC1=O)C=C2Cl)c1cnccn1,[C][=N][C][N][Branch1][Branch2][C][=N][C][=C][N][=C][Ring1][=Branch1][C][C][C][N][C][=C][C][=C][NH1][C][=C][Branch1][O][C][=C][C][Ring1][=Branch1][C][Ring1][O][=O][N][C][=C][Ring1][O][Cl][Branch1][=Branch2][C][Ring1][#C][Branch1][C][Cl][Cl][C][=C][Ring2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][N][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][C][=C][C][=Branch1][C][=O][NH1][C][Ring1][#Branch1][=O][N][N][Ring1][O][C][Ring2][Ring2][#C],-11.272,-12.298,0.9165718002927306
GA3609,COC1=NOC(N)=CC=C1CCCc1cncn([C@@H](O)C(=O)O)n(O)occc(Cl)c1Cl,[C][O][C][=N][O][C][Branch1][C][N][=C][C][=C][Ring1][Branch2][C][C][C][C][=C][N][=C][N][Branch1][#Branch2][C@@H1][Branch1][C][O][C][=Branch1][C][=O][O][N][=Branch1][C][=O][O][C][Ring1][N][=C][Ring1][=N][C][Branch1][C][Cl][=C][Ring2][Ring1][C][Cl][C][=C][C][Branch2][Ring1][C][N][N][C@@][Ring1][Branch1][Branch1][C][O][C][N][Ring1][#Branch2][N][=Ring2][Ring2][Branch1][C][Ring2][Ring1][=C],-13.2,-14.407,0.9162212813215798
GA2816,CC=NC(O)=NC(=O)C=CNC1CN=C(C=C2C=CC(Cl)=C2)CCOC1,[C][C][=N][C][Branch1][C][O][=N][C][Branch2][Ring1][N][C][=C][N][C][C][/N][=C][Branch1][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][=Branch1][C][C][Ring1][O][O][C][Ring1][#C][=O][=C][Branch1][Ring1][C][Cl][C][Ring2][Ring1][O][=C][Ring2][Ring1][#Branch1][C][C][=Branch1][C][=O][N][C@H1][C][C][N][Branch1][Ring1][C][=O][C][=C][C][=C][C][Branch1][=Branch1][C][=C][Ring1][Branch1][Cl][C][Ring1][#Branch2][C][Ring2][Ring2][Branch1],-11.199,-12.236,0.9152500817260542
GA597,COC=NOC=NC=C1N=C(OCC=CCl)CC2CC=C(N=CN)C=C12,[C][O][C][=N][O][C][=N][C][=C][N][=C][Branch2][Ring1][C][C][C][C][C][=C][Branch1][Ring2][N][=C][N][#Branch1][=Branch1][C][=C][Ring1][=Branch2][Ring1][=N][O][C][C][=C][Ring1][#Branch2][Cl][Branch1][=Branch1][C][Branch1][C][Cl][Cl][N][Ring1][P][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][N][=C][C][Branch1][=Branch2][C][C][N][C][C][Ring1][=Branch1][=O][=C][Ring1][N][N][Ring2][Ring1][P][N],-11.1,-12.131,0.9150111285137252
GA1514,CC=NC(C)NC1=C(Cl)C=C(Cl)CC(=CC=C2CON=CC(NCC(=O)F)=N2)CC=C1,[C][C][=N][C][Branch1][C][C][N][C][Branch2][Ring1][=C][C][=C][C][C][Branch1][C][C][=C][C][=C][N][=C][Branch1][Branch2][N][C][C][Branch1][C][F][=O][C][Ring1][P][=N][O][C][Ring1][N][=C][Branch1][C][Cl][C][=C][Ring2][Ring1][Ring1][Cl][C][=Ring2][Ring1][Branch2][C][N][C][C][N][Branch2][Ring1][Branch2][C][N][C][=Branch1][C][=O][N][C][=N][C][=C][Branch1][Ring1][C][N][N][=C][Ring1][Branch2][C][=O][N][Ring2][Ring2][Branch1][C][Ring2][Ring2][Branch2][=Ring2][Ring1][=Branch1],-11.527,-12.602,0.9146960799873036
GA4453,CCN=C(C)CCC(=CCl)CCCC1NC=CNP(=O)([O-])ONC1=O,[C][C][N][=C][Branch1][C][C][C][C][C@][Branch2][Ring1][=N][C][C][C][C][N][C][=C][N][P][=Branch1][C][=O][Branch1][Branch2][O-1][Branch1][Ring2][N][=Branch1][C][=O][=O][Branch1][=N][C][Ring1][O][=O][C@@H1][Ring1][P][Cl][C][O][Ring1][N][C][Branch1][C][C][C][Branch2][Ring1][P][C][N][C][=N][C][Branch1][N][C][C][C][=Branch1][C][=O][N][C][Ring1][Branch2][=O][=C][Ring1][=C][Branch2][Ring2][Branch1],-11.302,-12.36,0.914401294498382
GA1473,CC1=C(NC(=O)CCCCC=CCN=C2CNC3=NC=CC=CC=C2COC(O)C3)C1,[C][C][Branch1][C][C][=C][Ring1][=Branch1][N][C][Branch2][Ring1][=N][C][C][C][C][C][=C][C][N][=C][Branch2][Ring1][Branch2][C][N][C][=N][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][O][C][O][=C][Branch1][C][O][C][Ring1][=N][=O][C][=C][Branch1][C][O][C][=C][C][Branch2][Ring1][C][C][=C][C][C][C][=C][Ring1][=Branch1][C][=Ring1][=N][C][C][Ring1][=C][=C][Ring1][P][C][=Branch1][C][=O][N][C][C][N][Branch1][C][C][C][Ring2][Ring2][Ring2][=O],-13.009,-14.232,0.9140668915120856
GA707,O=COC1=NC=NC=NCCNCC([C]CCC[CH]n2cnnn2)=[C]C2=C(Cl)C=CC=CN2O1,[C][=N][N][=N][N][Ring1][Branch1][C@H1][C][C][C][C@][C][C][N][C][C][N][=C][N][=C][N][=C][Branch2][Ring2][N][O][C][=O][C][Ring1][Branch1][O][C@][O][C][Ring2][Ring1][O][=O][C@@][Ring1][Branch1][Branch1][O][C][=Branch1][C][=O][O][C][Ring1][=Branch1][=O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][=C][C][=Branch1][P][=C][C][Branch1][C][Cl][=C][Ring1][Branch2][C@@][Ring1][O][Ring2][Ring1][Branch2][Ring2][Ring1][Branch2],-12.464,-13.642,0.913649025069638
GA4365,CCOC=NC=CN1N=CCCCC=C1N=CN1C=C(C(=O)NC(=O)O)c2coc1c2Cl,[C][C][O][C][=N][C][=C][N][N][=C][Branch2][Branch1][=C][C][C][C][C][=C][Ring1][Branch2][N][=C][N][C][=C][Branch1][O][C][=Branch1][C][=O][N][C][=Branch1][C][=O][O][C][=C][O][C][Ring1][=N][=C][Ring1][Branch1][Cl][=Branch1][C][=O][N][Ring1][=C][C][=Branch1][C][=O][Cl][C][N][Ring2][Ring1][#Branch2][N][C][=N][N][=C][Branch1][Ring1][N][C][N][=C][Ring1][Branch2][Ring2][Ring2][N],-11.932,-13.065,0.9132797550708
GA1266,O=C(O)CC1=CC=C=CC1=CNC1=NC2=C(CCN3C=CCC=NOCC=CN3C=C2)C1=O,[C][C][=N][O][C][C][=C][N][Branch2][Branch1][N][C][=C][C][Branch2][Ring1][C][N][=C][NH1][C][=C][C][=C][=C][C][=C][Ring1][=Branch1][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][C][Ring1][#C][=O][O][C][Ring1][=Branch1][Cl][C][Branch1][C][Cl][=C][Ring2][Ring1][#Branch1][C][=Branch1][C][=O][N][C][=Branch1][#Branch2][=N][N][Ring2][Ring1][=N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Ring2][Ring2][P],-11.119,-12.179,0.9129649396502176
